PhoneNumber,Name,City,State,Carrier,Type,SpamScore
+918161519905,Pankaj Negi,Surat,Gujarat,Airtel,Mobile,0
+919330918928,Manish More,Jodhpur,Rajasthan,Airtel,Mobile,0
+918444997522,Myra Tomar,Allahabad,Uttar Pradesh,Jio,Mobile,0
+919814435003,Umesh Bora,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+917770183633,Varun Saikia,Faridabad,Haryana,Airtel,Mobile,0
+916176650354,Reyansh Hegde,Kolkata,West Bengal,Jio,Mobile,0
+919498804914,Rohit Shinde,Mumbai,Maharashtra,BSNL,Mobile,0
+918753683098,Reema Sharma,Faridabad,Haryana,Airtel,Mobile,0
+918169531699,Kishan Saikia,Udaipur,Rajasthan,BSNL,Mobile,0
+917814256355,Shalini Mehra,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+919411978031,Rakesh Barua,Gurugram,Haryana,Jio,Mobile,0
+919687462562,Neha Verma,Chandigarh,Punjab,Airtel,Mobile,0
+916361272833,Shravan Pandey,Kanpur,Uttar Pradesh,BSNL,Mobile,0
+919887860951,Sapna Vaghela,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+919641641554,Geeta Garg,Gurugram,Haryana,Airtel,Mobile,0
+918273575703,Nandini Biswas,Nashik,Maharashtra,BSNL,Mobile,0
+917278851364,Kapil Tiwari,Nashik,Maharashtra,Jio,Mobile,0
+918998852148,Kavita Roy,Dehradun,Uttarakhand,Jio,Mobile,0
+918788241698,Savita Chopra,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+918479394905,Mohan Kumar,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+918795357371,Reema Bajaj,Jaipur,Rajasthan,BSNL,Mobile,0
+919960789633,Neelam Dutta,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+918328795623,Smita Tomar,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919251195935,Rahul Arora,Shimla,Himachal Pradesh,BSNL,Mobile,0
+916078175646,Pooja Gowda,Nashik,Maharashtra,Jio,Mobile,0
+918992755522,Diya Goyal,Ranchi,Jharkhand,Jio,Mobile,0
+918176939544,Atharv Bora,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+919974782441,Ishaan Choudhary,Bhubaneswar,Odisha,Airtel,Mobile,0
+919764993188,Rakesh Bhatia,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+917272484616,Brijesh Patel,Madurai,Tamil Nadu,Airtel,Mobile,0
+918973366990,Ishaan Kumar,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+918537416438,Sarita Gogoi,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+916195449071,Kishan Modi,Udaipur,Rajasthan,BSNL,Mobile,0
+917559574366,Sara Rawat,Patna,Bihar,Vodafone Idea,Mobile,0
+918797331874,Meera Ghosh,Hubli,Karnataka,Jio,Mobile,0
+917690176347,Reshma Goyal,Vadodara,Gujarat,BSNL,Mobile,0
+918675871125,Raman Rao,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+919885773857,Jyoti Patil,Raipur,Chhattisgarh,Airtel,Mobile,0
+917130104771,Amit More,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+918474921693,Roshan Tandon,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+919619942826,Vikram Arora,Belgaum,Karnataka,BSNL,Mobile,0
+919011845226,Rohit Mehta,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919243034348,Mukesh Goyal,Salem,Tamil Nadu,Airtel,Mobile,0
+919838106777,Rohan Bose,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+918881877849,Manoj Modi,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+919779981105,Dhruv Patel,Jodhpur,Rajasthan,BSNL,Mobile,0
+916250101432,Gaurav Dhawan,Agra,Uttar Pradesh,BSNL,Mobile,0
+918899680633,Ritu Patel,Ranchi,Jharkhand,Airtel,Mobile,0
+917879476430,Poonam Naidu,Chandigarh,Punjab,Jio,Mobile,0
+917165450928,Sarita Goyal,Bhubaneswar,Odisha,Jio,Mobile,0
+917925479920,Amanpreet Jain,Salem,Tamil Nadu,Jio,Mobile,0
+919994411797,Lokesh Pawar,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+918468857532,Ashish Jadeja,Hyderabad,Telangana,BSNL,Mobile,0
+916122167828,Swati Garg,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+918918845633,Kiran Reddy,Allahabad,Uttar Pradesh,BSNL,Mobile,0
+917983454669,Navpreet Chauhan,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+917346075250,Rajesh Kurup,Ludhiana,Punjab,BSNL,Mobile,0
+918089011290,Rashmi Gupta,Chandigarh,Punjab,BSNL,Mobile,0
+919519669282,Reyansh Sarkar,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+917351896150,Lakshmi Jadeja,Hyderabad,Telangana,Jio,Mobile,0
+916030973098,Ansh Agarwal,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+918696224985,Swati Raina,Varanasi,Uttar Pradesh,Jio,Mobile,0
+918775690980,Lakhan Paul,Belgaum,Karnataka,Jio,Mobile,0
+919421227264,Gurpreet Garg,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+918640476904,Pari Joshi,Kochi,Kerala,Vodafone Idea,Mobile,0
+917435834744,Suresh Patil,Jaipur,Rajasthan,Airtel,Mobile,0
+916066933705,Anika Mishra,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+917621423514,Harpreet Saxena,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+918210644106,Savita Desai,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+917367026837,Namita Mir,Ranchi,Jharkhand,Airtel,Mobile,0
+918611428381,Anita Kapoor,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+917818397962,Rekha Sen,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+919011578875,Swapna Khanna,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+918657050365,Manpreet Chauhan,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+919516891078,Radha Mishra,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+918894689938,Vineet Pillai,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+918962443302,Sanjiv Ghosh,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919178974832,Myra Kamath,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919581096995,Amanpreet Biswas,Kochi,Kerala,Vodafone Idea,Mobile,0
+919816601958,Kabir Pillai,Patna,Bihar,Vodafone Idea,Mobile,0
+918938649096,Sai Garg,Kochi,Kerala,Jio,Mobile,0
+919138709803,Namita Chauhan,Kochi,Kerala,Vodafone Idea,Mobile,0
+918757325410,Amanpreet Mandal,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919992256252,Chetan Mishra,Pune,Maharashtra,BSNL,Mobile,0
+919612749713,Preeti Choudhary,Noida,Uttar Pradesh,Airtel,Mobile,0
+919069089689,Brijesh Shukla,Kochi,Kerala,Airtel,Mobile,0
+919814411509,Rachna Roy,Indore,Madhya Pradesh,Jio,Mobile,0
+919183518009,Lokesh Tripathi,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+917761778064,Atharv Banerjee,Mumbai,Maharashtra,Jio,Mobile,0
+919673442018,Reema Jadhav,Thane,Maharashtra,Airtel,Mobile,0
+917723284069,Sneha Kaul,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+917381165532,Gaurav Jadhav,Ludhiana,Punjab,BSNL,Mobile,0
+917150988727,Rupesh Pant,Patna,Bihar,Jio,Mobile,0
+919761461043,Ananya Mehta,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+919856494862,Manoj Saxena,Allahabad,Uttar Pradesh,BSNL,Mobile,0
+919063916586,Gurpreet Dutta,Surat,Gujarat,BSNL,Mobile,0
+919155887344,Rupesh Kumar,Ludhiana,Punjab,Airtel,Mobile,0
+918742241755,Atharv Bajaj,Gwalior,Madhya Pradesh,Jio,Mobile,0
+919792351058,Nandini Dubey,Vadodara,Gujarat,BSNL,Mobile,0
+918619345457,Dinesh Dutta,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+918927500468,Sukhpreet Jadhav,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+917525389382,Vijay Desai,Rajkot,Gujarat,Airtel,Mobile,0
+916094776029,Ajay Modi,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+917779051274,Nandini Vaghela,Nashik,Maharashtra,Airtel,Mobile,0
+917360813718,Jyoti Banerjee,Belgaum,Karnataka,BSNL,Mobile,0
+918479090248,Amita Paul,Mysore,Karnataka,Jio,Mobile,0
+919285559034,Naveen Roy,Rajkot,Gujarat,BSNL,Mobile,0
+917877525176,Pankaj Rao,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+917458713528,Krishna Modi,Salem,Tamil Nadu,Jio,Mobile,0
+919779805560,Namita Hegde,Kolkata,West Bengal,BSNL,Mobile,0
+917794304545,Varun Jadhav,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+917630666629,Pooja Khare,Allahabad,Uttar Pradesh,Airtel,Mobile,0
+918531997111,Sneha Mir,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+917627148913,Arjun Sen,Aurangabad,Maharashtra,Jio,Mobile,0
+919489959172,Mukesh Garg,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918682522371,Sneha Mitra,Ahmedabad,Gujarat,BSNL,Mobile,0
+918366587927,Mahesh Desai,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+918846365174,Pradeep Banerjee,Nashik,Maharashtra,BSNL,Mobile,0
+917634720643,Deepak Shah,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+918192529991,Simran Bhat,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+919216532526,Savita Pant,Pune,Maharashtra,Vodafone Idea,Mobile,0
+917310151621,Poonam Roy,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+918782894504,Vihaan Das,Jaipur,Rajasthan,Jio,Mobile,0
+918511165111,Poonam Dubey,Belgaum,Karnataka,Airtel,Mobile,0
+917316382495,Aadhya Shukla,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+919934898328,Rupesh Chopra,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919114463423,Lokesh Pai,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+919676286228,Vineet Pant,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+917399756328,Anjali Roy,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+918977983313,Vikram Vaghela,Kochi,Kerala,BSNL,Mobile,0
+919398652491,Padma Sarkar,Allahabad,Uttar Pradesh,BSNL,Mobile,0
+916142397455,Archana Bose,Chandigarh,Punjab,Jio,Mobile,0
+917025969410,Manju Bose,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+916311765368,Ananya Dhawan,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+916216352097,Arun Rathore,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+918216040069,Harish Malhotra,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+918858125008,Rajeev Joshi,Jaipur,Rajasthan,Airtel,Mobile,0
+917340017729,Gurpreet Rajput,Rajkot,Gujarat,BSNL,Mobile,0
+918724603120,Poonam Biswas,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+917591164810,Rajesh Goyal,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+919434526893,Aanya Menon,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+918132103360,Shaurya Suri,Nashik,Maharashtra,BSNL,Mobile,0
+919291200315,Karthik Yadav,Jodhpur,Rajasthan,Jio,Mobile,0
+918723338610,Lalita Bhatia,Guwahati,Assam,Vodafone Idea,Mobile,0
+918250371838,Archana Gowda,Coimbatore,Tamil Nadu,Jio,Mobile,0
+918079969393,Dinesh Kapoor,Mysore,Karnataka,Jio,Mobile,0
+919051326655,Vipul Shinde,Thane,Maharashtra,Jio,Mobile,0
+916222941245,Arnav Menon,Bhopal,Madhya Pradesh,Airtel,Mobile,0
+918491334581,Seema Shetty,Bangalore,Karnataka,BSNL,Mobile,0
+919740655514,Dhruv Desai,Salem,Tamil Nadu,BSNL,Mobile,0
+916110023752,Gurpreet Mishra,Jodhpur,Rajasthan,Jio,Mobile,0
+919492819751,Mohan Kamath,Kochi,Kerala,Vodafone Idea,Mobile,0
+916362356459,Raman Dubey,Nashik,Maharashtra,Airtel,Mobile,0
+919020405547,Vihaan Patel,Bhubaneswar,Odisha,Jio,Mobile,0
+916066616132,Ritesh Das,Raipur,Chhattisgarh,Jio,Mobile,0
+919687535654,Swapna Shukla,Delhi,Delhi,Vodafone Idea,Mobile,0
+918851403712,Vihaan Suri,Kolkata,West Bengal,Jio,Mobile,0
+919446387577,Karthik Pawar,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+919368045064,Aarohi Mishra,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+919970676553,Ishaan Bhatia,Udaipur,Rajasthan,Airtel,Mobile,0
+918061902890,Poonam Verma,Ranchi,Jharkhand,BSNL,Mobile,0
+919737488588,Shravan Sarkar,Ghaziabad,Uttar Pradesh,Airtel,Mobile,0
+917727720183,Manoj Barua,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+917025913062,Arnav Warrier,Vadodara,Gujarat,Airtel,Mobile,0
+919991583509,Lakshmi Tandon,Hyderabad,Telangana,BSNL,Mobile,0
+918423131446,Ramesh Agarwal,Rajkot,Gujarat,Jio,Mobile,0
+918368850986,Dhruv Agarwal,Mangalore,Karnataka,Airtel,Mobile,0
+919334082631,Lakhan Choudhary,Ahmedabad,Gujarat,BSNL,Mobile,0
+917737477057,Sukhpreet Roy,Mumbai,Maharashtra,Jio,Mobile,0
+918399316557,Rohan Reddy,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+919225143974,Anita Raina,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+918822341410,Aadhya Sarkar,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+919992564751,Lalit Chauhan,Faridabad,Haryana,Jio,Mobile,0
+918181266470,Vinita Hegde,Nagpur,Maharashtra,BSNL,Mobile,0
+917597541647,Rachna Rawat,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+919993705294,Uma Saikia,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+919382850373,Alpesh More,Nagpur,Maharashtra,Jio,Mobile,0
+917680259677,Rekha Nair,Gurugram,Haryana,Jio,Mobile,0
+919868669555,Archana Wani,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+918817229405,Divya Kamath,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918567223043,Vinod Das,Jammu,Jammu & Kashmir,Jio,Mobile,0
+919333390051,Usha Shekhawat,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+917639264129,Amanpreet Yadav,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+918427223970,Sanjiv Joshi,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+919266919561,Smita More,Surat,Gujarat,Airtel,Mobile,0
+917247456918,Meera Chatterjee,Madurai,Tamil Nadu,BSNL,Mobile,0
+917939889128,Sara Pant,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917868024337,Pankaj Pillai,Jaipur,Rajasthan,BSNL,Mobile,0
+919834655805,Jayesh Naidu,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+918231382595,Advik Tomar,Chennai,Tamil Nadu,Airtel,Mobile,0
+917120334424,Amit Kumar,Kolkata,West Bengal,Jio,Mobile,0
+917732565767,Rohan Dey,Agra,Uttar Pradesh,Airtel,Mobile,0
+917525552303,Sandeep Tandon,Rajkot,Gujarat,Jio,Mobile,0
+918681597226,Reema Joshi,Ranchi,Jharkhand,Jio,Mobile,0
+918137670928,Vihaan Iyer,Surat,Gujarat,Jio,Mobile,0
+917841901825,Naveen Gogoi,Salem,Tamil Nadu,BSNL,Mobile,0
+919549194932,Smita Khare,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+917699232530,Suresh Gowda,Agra,Uttar Pradesh,Jio,Mobile,0
+919451348673,Rashmi Mir,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+917193175680,Mukul Dutta,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+918487810722,Lalit Suri,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+918877940208,Sarita Pawar,Mysore,Karnataka,Vodafone Idea,Mobile,0
+919161986348,Roshan Singhal,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+917047094084,Sarita Saikia,Mysore,Karnataka,Vodafone Idea,Mobile,0
+916037204791,Swati Mir,Udaipur,Rajasthan,Airtel,Mobile,0
+917668767876,Manish Saxena,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+918288231635,Swati Suri,Hyderabad,Telangana,Vodafone Idea,Mobile,0
+918648564291,Yash Mishra,Hyderabad,Telangana,Jio,Mobile,0
+918577324558,Rashmi Bhat,Chennai,Tamil Nadu,Jio,Mobile,0
+919525079718,Sushma Kapoor,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+919270754915,Shalini Reddy,Ludhiana,Punjab,Jio,Mobile,0
+918487605418,Roshan Kumar,Mysore,Karnataka,Jio,Mobile,0
+919438925323,Arnav Suri,Kochi,Kerala,Airtel,Mobile,0
+916376395281,Anjali Iyer,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+917649636752,Rudra Warrier,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+918968685311,Satish Mir,Aurangabad,Maharashtra,Airtel,Mobile,0
+918218615249,Kiran Pawar,Ranchi,Jharkhand,Airtel,Mobile,0
+919214651452,Padma Nair,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+918868875309,Mahesh Garg,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+916216416409,Naresh Pant,Hyderabad,Telangana,Airtel,Mobile,0
+916384060218,Sushma Desai,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919694849114,Mukul Malhotra,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+919842235575,Kavita Tripathi,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+918698938778,Rekha Bajaj,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+918128303756,Kuldeep Singh,Bangalore,Karnataka,Airtel,Mobile,0
+919116264788,Manju Biswas,Thane,Maharashtra,Vodafone Idea,Mobile,0
+916348007128,Rashmi Shinde,Mumbai,Maharashtra,Airtel,Mobile,0
+919584151147,Ayaan Rathore,Pune,Maharashtra,Vodafone Idea,Mobile,0
+918125203946,Swapna Sarkar,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918254297826,Sneha Saxena,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+919931319474,Rupesh Pawar,Gwalior,Madhya Pradesh,Jio,Mobile,0
+917286111337,Nikhil Bisht,Delhi,Delhi,Airtel,Mobile,0
+919485090915,Navpreet Rawat,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+916330887367,Manju Reddy,Bhopal,Madhya Pradesh,Jio,Mobile,0
+917165308392,Ritesh Thakur,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+919731665364,Kiran Chopra,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+918755910217,Pradeep Suri,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+916294528650,Nitin Saikia,Belgaum,Karnataka,Airtel,Mobile,0
+919585080919,Dhruv Singh,Ludhiana,Punjab,Jio,Mobile,0
+918240749205,Sunita Vaghela,Dehradun,Uttarakhand,Jio,Mobile,0
+919764245886,Raman Tiwari,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+917471003245,Bhavna Kamath,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918870706842,Anika Menon,Navi Mumbai,Maharashtra,Jio,Mobile,0
+918941160916,Rakesh Goyal,Mangalore,Karnataka,Airtel,Mobile,0
+917495901993,Lalita Dubey,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+919922125406,Ganesh Warrier,Bhubaneswar,Odisha,BSNL,Mobile,0
+918796760088,Ritu Patil,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+917750636523,Anjali Tomar,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+919655691010,Hitesh Pai,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+919421816707,Vishal Bhat,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+919774552546,Naman Mathur,Ludhiana,Punjab,BSNL,Mobile,0
+919839817222,Mukesh Kapoor,Pune,Maharashtra,Airtel,Mobile,0
+919842885619,Swapna Chauhan,Shimla,Himachal Pradesh,BSNL,Mobile,0
+917692815208,Priya Bora,Faridabad,Haryana,Jio,Mobile,0
+919258825984,Deepak Ahuja,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+918063508011,Anvi Mukherjee,Surat,Gujarat,Airtel,Mobile,0
+916015662094,Sunanda Reddy,Pune,Maharashtra,Airtel,Mobile,0
+918413374610,Amanpreet Mandal,Gurugram,Haryana,Airtel,Mobile,0
+917534735974,Aarohi Mathur,Delhi,Delhi,BSNL,Mobile,0
+919712467679,Dhruv Bora,Mumbai,Maharashtra,Jio,Mobile,0
+918823256188,Pradeep Modi,Chandigarh,Punjab,Airtel,Mobile,0
+917025092967,Lakhan Reddy,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+917882354304,Smita Pawar,Patna,Bihar,Jio,Mobile,0
+919827521358,Arnav Deshmukh,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918862613691,Lalit Bhatia,Jammu,Jammu & Kashmir,Jio,Mobile,0
+917752862302,Atharv Shah,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+917724031343,Puneet Rathore,Mysore,Karnataka,BSNL,Mobile,0
+918051485780,Anika Rawat,Gurugram,Haryana,BSNL,Mobile,0
+919876952016,Ajay Pawar,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+917692601421,Uma Gowda,Noida,Uttar Pradesh,Jio,Mobile,0
+918243801291,Jaspreet Chopra,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+918185346644,Sara Bhat,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+919347881269,Vineet Shekhawat,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918556407489,Naman Garg,Hubli,Karnataka,Jio,Mobile,0
+917916460539,Anjali Negi,Thiruvananthapuram,Kerala,Jio,Mobile,0
+917846854095,Aanya Verma,Pune,Maharashtra,BSNL,Mobile,0
+918310072901,Namita Mehra,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+917755537691,Manoj Vaghela,Udaipur,Rajasthan,Airtel,Mobile,0
+919591200158,Reyansh Mathur,Guwahati,Assam,Vodafone Idea,Mobile,0
+916133407879,Geeta Raina,Kolkata,West Bengal,Airtel,Mobile,0
+918071481318,Simran Dubey,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+918272006117,Garima Verma,Gurugram,Haryana,Jio,Mobile,0
+919339679190,Kiran Mehta,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+917049537684,Rahul Khanna,Delhi,Delhi,Jio,Mobile,0
+918214702416,Sukhpreet Kurup,Kanpur,Uttar Pradesh,Jio,Mobile,0
+917455539829,Sunanda Jain,Salem,Tamil Nadu,BSNL,Mobile,0
+918151581645,Usha Garg,Patna,Bihar,Vodafone Idea,Mobile,0
+916288375065,Kabir Yadav,Gurugram,Haryana,Jio,Mobile,0
+916333046347,Deepak Patel,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+916341588359,Navpreet Chatterjee,Patna,Bihar,Vodafone Idea,Mobile,0
+917451952866,Arjun Garg,Kolkata,West Bengal,Airtel,Mobile,0
+916165665102,Chetan Joshi,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+916281410723,Dinesh Mathur,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+918267433595,Neelam Thakur,Raipur,Chhattisgarh,Airtel,Mobile,0
+917460444359,Aman Yadav,Mumbai,Maharashtra,Airtel,Mobile,0
+916230930048,Anvi Sharma,Ludhiana,Punjab,BSNL,Mobile,0
+917332177034,Aarohi Agarwal,Hubli,Karnataka,Vodafone Idea,Mobile,0
+916070071451,Mukul Saxena,Delhi,Delhi,Vodafone Idea,Mobile,0
+918486670186,Rohit Pillai,Aurangabad,Maharashtra,Airtel,Mobile,0
+918621938849,Neha Pandey,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918544248884,Nandini Bisht,Amritsar,Punjab,Airtel,Mobile,0
+917928428660,Neelam Kapoor,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+919057762246,Pari Tandon,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+916335226823,Lokesh Kurup,Faridabad,Haryana,Vodafone Idea,Mobile,0
+919599750736,Bhavna Rawat,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+917943593004,Namita Khare,Surat,Gujarat,BSNL,Mobile,0
+917150523052,Meera Shinde,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918064498280,Amit Sharma,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+918731186235,Ajay Pandey,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+918699702958,Vijay Warrier,Agra,Uttar Pradesh,Airtel,Mobile,0
+918474564657,Rudra Jadeja,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+916041880317,Uma Negi,Nashik,Maharashtra,Airtel,Mobile,0
+916183223487,Manoj Kapoor,Dehradun,Uttarakhand,Jio,Mobile,0
+919626896904,Manoj Nair,Nagpur,Maharashtra,Jio,Mobile,0
+919570878230,Vipul Kulkarni,Ludhiana,Punjab,Airtel,Mobile,0
+918672460974,Lalita Singhal,Mysore,Karnataka,Airtel,Mobile,0
+918144090578,Yash Gogoi,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919592650088,Sunanda Chopra,Gurugram,Haryana,Airtel,Mobile,0
+917383383159,Karun Rajput,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+917332516418,Vinod Yadav,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+918930754900,Anita Saikia,Mysore,Karnataka,Airtel,Mobile,0
+917389320309,Shaurya Singhal,Navi Mumbai,Maharashtra,Jio,Mobile,0
+918645576832,Nisha More,Nashik,Maharashtra,Airtel,Mobile,0
+917583804351,Mohan Chopra,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+919057568802,Manoj Mir,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+917412744009,Reshma Hegde,Noida,Uttar Pradesh,BSNL,Mobile,0
+916244444086,Kiran Pawar,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+919668820230,Rudra Saikia,Hubli,Karnataka,Jio,Mobile,0
+919470167078,Preeti Solanki,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+917446209096,Roshan Shetty,Mysore,Karnataka,BSNL,Mobile,0
+918460081545,Sukhpreet Bisht,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+917326201457,Meera Bhatia,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+918644631338,Amanpreet Kumar,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+917089460097,Savita Mandal,Salem,Tamil Nadu,BSNL,Mobile,0
+917877696240,Sarita Kumar,Salem,Tamil Nadu,Airtel,Mobile,0
