PhoneNumber,Name,Location,Carrier,Type,SpamScore
+919463801256,Nitin Mehta,Bangalore,Vodafone Idea,Mobile,0
+918944533029,Lakshmi Thakur,Ahmedabad,Airtel,Mobile,0
+917639858561,Gaurav Thakur 77,Indore,Jio,Mobile,0
+918224386374,Geeta Saxena,Bhopal,BSNL,Mobile,0
+919476995271,Padma Das,Kolkata,Vodafone Idea,Mobile,0
+918137163473,Neha Patel,Indore,Airtel,Mobile,0
+918162052546,Anjali Singh 90,Indore,Vodafone Idea,Mobile,0
+917550105889,Vikram Singh,Nagpur,Jio,Mobile,0
+919538797245,Amit Kumar,Lucknow,BSNL,Mobile,0
+916091721194,Sunil Menon,Jaipur,Airtel,Mobile,0
+917575981991,Sanjay Joshi,Hyderabad,Vodafone Idea,Mobile,0
+919578511924,Amit Kumar 65,Jaipur,Vodafone Idea,Mobile,0
+916142890341,Manoj Gupta 38,Bhopal,BSNL,Mobile,0
+919894439167,Vinod Pandey,Kolkata,Jio,Mobile,0
+917415730578,Amit Kumar 2,Mumbai,Jio,Mobile,0
+917193583835,Sunil Menon 97,Chennai,Vodafone Idea,Mobile,0
+919895312510,Anjali Singh 15,Bangalore,Vodafone Idea,Mobile,0
+918973105016,Sneha Verma,Kolkata,Airtel,Mobile,0
+916914339387,Padma Das 12,Lucknow,Airtel,Mobile,0
+919879589635,Ajay Chauhan,Mumbai,Vodafone Idea,Mobile,0
+917851541717,Rekha Mishra,Mumbai,BSNL,Mobile,0
+919498129954,Harish Bhat,Ahmedabad,Airtel,Mobile,0
+918181323455,Geeta Saxena,Vadodara,Airtel,Mobile,0
+919414847642,Amit Kumar,Delhi,Jio,Mobile,0
+917736917908,Padma Das 82,Vizag,Vodafone Idea,Mobile,0
+919153491758,Ramesh Agarwal,Hyderabad,Vodafone Idea,Mobile,0
+919593563281,Kavita Gupta 11,Nagpur,Airtel,Mobile,0
+916020402898,Rohit Mishra,Indore,BSNL,Mobile,0
+917916771508,Rekha Mishra,Coimbatore,Airtel,Mobile,0
+919037949160,Rekha Mishra,Mumbai,BSNL,Mobile,0
+917977475190,Rohit Mishra,Pune,Airtel,Mobile,0
+918464809055,Sunil Menon,Mysore,BSNL,Mobile,0
+918490714545,Karthik Iyer,Ahmedabad,Jio,Mobile,0
+919465724071,Rahul Sharma,Vadodara,Airtel,Mobile,0
+916767205593,Sneha Verma,Mumbai,Airtel,Mobile,0
+919437421516,Sanjay Joshi,Kochi,Vodafone Idea,Mobile,0
+919134085677,Vinod Pandey,Lucknow,Vodafone Idea,Mobile,0
+919124522932,Uma Menon 4,Bhopal,Airtel,Mobile,0
+918346789712,Deepak Verma,Chennai,Vodafone Idea,Mobile,0
+916960874553,Suresh Reddy,Kochi,Jio,Mobile,0
+918035456900,Padma Das,Vizag,Jio,Mobile,0
+919712731870,Pradeep Yadav,Vadodara,Airtel,Mobile,0
+917395469676,Geeta Saxena 94,Delhi,Jio,Mobile,0
+916557560531,Nitin Mehta,Ahmedabad,Airtel,Mobile,0
+918199755802,Sunita Chauhan,Bangalore,Vodafone Idea,Mobile,0
+917251823906,Pooja Reddy 39,Mysore,Airtel,Mobile,0
+918991392523,Nitin Mehta,Ahmedabad,Airtel,Mobile,0
+917455846069,Meera Joshi 99,Nagpur,BSNL,Mobile,0
+918511192574,Swati Iyer 37,Nagpur,Jio,Mobile,0
+918837942459,Ajay Chauhan,Hyderabad,Airtel,Mobile,0
+917211414676,Rashmi Yadav,Bangalore,Jio,Mobile,0
+917522299164,Rahul Sharma 86,Pune,Airtel,Mobile,0
+919649221164,Neha Patel,Mumbai,Airtel,Mobile,0
+919361000564,Uma Menon,Surat,Vodafone Idea,Mobile,0
+918427040296,Suresh Reddy,Bangalore,Vodafone Idea,Mobile,0
+918291001828,Kavita Gupta,Vizag,Jio,Mobile,0
+918289670499,Geeta Saxena 51,Nagpur,Airtel,Mobile,0
+918077048621,Padma Das,Ahmedabad,BSNL,Mobile,0
+918446150147,Vinod Pandey,Chennai,Vodafone Idea,Mobile,0
+918440458960,Sunil Menon,Chandigarh,Vodafone Idea,Mobile,0
+918325442055,Uma Menon,Jaipur,Jio,Mobile,0
+919697159782,Amit Kumar,Bhopal,Vodafone Idea,Mobile,0
+917336866399,Vinod Pandey 9,Mysore,Airtel,Mobile,0
+916389662279,Kavita Gupta,Hyderabad,Vodafone Idea,Mobile,0
+918279529310,Ramesh Agarwal,Ahmedabad,BSNL,Mobile,0
+916691251055,Gaurav Thakur,Hyderabad,Jio,Mobile,0
+919413427782,Sunita Chauhan 42,Bhopal,Jio,Mobile,0
+917694493001,Swati Iyer,Chandigarh,Jio,Mobile,0
+917818061551,Neha Patel,Kolkata,Airtel,Mobile,0
+917888533272,Ramesh Agarwal,Delhi,BSNL,Mobile,0
+919610802092,Anjali Singh,Chennai,Airtel,Mobile,0
+918325274209,Pradeep Yadav 32,Surat,Vodafone Idea,Mobile,0
+919021604056,Arun Nair 75,Indore,Jio,Mobile,0
+918183017821,Neha Patel,Jaipur,Jio,Mobile,0
+916935154339,Deepak Verma 18,Chandigarh,BSNL,Mobile,0
+918063782458,Geeta Saxena,Hyderabad,BSNL,Mobile,0
+918172121769,Padma Das,Mumbai,Vodafone Idea,Mobile,0
+918737107953,Gaurav Thakur,Lucknow,Airtel,Mobile,0
+919081730429,Pradeep Yadav 93,Mysore,BSNL,Mobile,0
+917865292882,Karthik Iyer 46,Kochi,Jio,Mobile,0
+917519290345,Suresh Reddy,Ahmedabad,BSNL,Mobile,0
+919173018440,Anjali Singh,Jaipur,Vodafone Idea,Mobile,0
+919138497224,Raj Patel 20,Vizag,Jio,Mobile,0
+918621479749,Karthik Iyer 51,Delhi,BSNL,Mobile,0
+919458184221,Shalini Bhat 9,Jaipur,Jio,Mobile,0
+917331578474,Arun Nair 48,Ahmedabad,BSNL,Mobile,0
+919417105259,Padma Das,Hyderabad,Airtel,Mobile,0
+918731649982,Harish Bhat 55,Chandigarh,BSNL,Mobile,0
+918129350831,Lakshmi Thakur,Nagpur,BSNL,Mobile,0
+918949467776,Sanjay Joshi,Chennai,Vodafone Idea,Mobile,0
+918121541630,Sunil Menon,Vizag,BSNL,Mobile,0
+917661080056,Amit Kumar,Ahmedabad,BSNL,Mobile,0
+917190798363,Nitin Mehta,Bangalore,Jio,Mobile,0
+917661700656,Priya Sharma 19,Vizag,Jio,Mobile,0
+916379000598,Sunil Menon,Vadodara,Airtel,Mobile,0
+917180148847,Pradeep Yadav,Vadodara,Vodafone Idea,Mobile,0
+919346752047,Raj Patel 18,Lucknow,BSNL,Mobile,0
+916013006925,Padma Das,Delhi,BSNL,Mobile,0
+919811787846,Naveen Saxena 63,Bhopal,BSNL,Mobile,0
+916386422111,Amit Kumar,Hyderabad,Airtel,Mobile,0
+917544653102,Radha Pandey,Ahmedabad,BSNL,Mobile,0
+917761823408,Manoj Gupta,Kochi,Vodafone Idea,Mobile,0
+917452860278,Sneha Verma,Kochi,Jio,Mobile,0
+916185123612,Sanjay Joshi,Bhopal,Airtel,Mobile,0
+919033460027,Sunil Menon,Bangalore,Jio,Mobile,0
+918717573517,Naveen Saxena 20,Hyderabad,Vodafone Idea,Mobile,0
+916196953055,Pradeep Yadav,Lucknow,Airtel,Mobile,0
+919738791107,Radha Pandey,Bhopal,Airtel,Mobile,0
+918684762633,Rohit Mishra,Chennai,Jio,Mobile,0
+919546805052,Pradeep Yadav,Ahmedabad,Jio,Mobile,0
+917584010064,Rahul Sharma 79,Indore,Jio,Mobile,0
+918031951438,Vikram Singh,Coimbatore,Airtel,Mobile,0
+919777302455,Sunita Chauhan,Pune,Vodafone Idea,Mobile,0
+917012280604,Harish Bhat,Bhopal,Vodafone Idea,Mobile,0
+918978802932,Gaurav Thakur,Vadodara,Jio,Mobile,0
+919098352431,Gaurav Thakur,Lucknow,Jio,Mobile,0
+916789887115,Pooja Reddy 19,Pune,Airtel,Mobile,0
+916880175575,Radha Pandey,Nagpur,Vodafone Idea,Mobile,0
+919537165669,Gaurav Thakur,Bhopal,BSNL,Mobile,0
+917011210929,Geeta Saxena 35,Kochi,Airtel,Mobile,0
+918977746233,Manoj Gupta,Jaipur,Jio,Mobile,0
+919479186548,Rahul Sharma 39,Delhi,Airtel,Mobile,0
+917196737002,Meera Joshi,Surat,BSNL,Mobile,0
+918978300694,Harish Bhat 26,Jaipur,Airtel,Mobile,0
+918236905643,Ramesh Agarwal,Chennai,BSNL,Mobile,0
+919815894784,Neha Patel 66,Indore,Airtel,Mobile,0
+916950139784,Kavita Gupta,Kolkata,Jio,Mobile,0
+917187900990,Ajay Chauhan,Bangalore,Airtel,Mobile,0
+919730066658,Amit Kumar,Bhopal,Airtel,Mobile,0
+918280862327,Deepak Verma 72,Bangalore,BSNL,Mobile,0
+918034479687,Deepak Verma,Jaipur,Vodafone Idea,Mobile,0
+919746767856,Nitin Mehta 24,Chandigarh,BSNL,Mobile,0
+916635514376,Radha Pandey,Delhi,BSNL,Mobile,0
+916081468005,Rahul Sharma 80,Vizag,Vodafone Idea,Mobile,0
+918315319852,Priya Sharma,Bangalore,Vodafone Idea,Mobile,0
+917767879148,Rahul Sharma,Kochi,Vodafone Idea,Mobile,0
+917691922067,Anjali Singh,Ahmedabad,Jio,Mobile,0
+917772199723,Priya Sharma,Coimbatore,BSNL,Mobile,0
+917512636373,Arun Nair,Vadodara,Vodafone Idea,Mobile,0
+918181041724,Shalini Bhat,Vadodara,Jio,Mobile,0
+918798876055,Sneha Verma 60,Coimbatore,Jio,Mobile,0
+918539815704,Lakshmi Thakur,Ahmedabad,Jio,Mobile,0
+918810170101,Gaurav Thakur,Indore,Airtel,Mobile,0
+917912166095,Sunil Menon 38,Surat,Airtel,Mobile,0
+919738365248,Radha Pandey,Vadodara,Vodafone Idea,Mobile,0
+919035665443,Vikram Singh,Mysore,BSNL,Mobile,0
+917622643310,Lakshmi Thakur,Pune,BSNL,Mobile,0
+918523968276,Amit Kumar 3,Coimbatore,Vodafone Idea,Mobile,0
+918131368374,Padma Das,Jaipur,Jio,Mobile,0
+918535169823,Shalini Bhat,Mysore,Vodafone Idea,Mobile,0
+918849952275,Rashmi Yadav,Vizag,BSNL,Mobile,0
+917036352803,Priya Sharma,Kolkata,Vodafone Idea,Mobile,0
+917010339210,Naveen Saxena,Lucknow,BSNL,Mobile,0
+918082980068,Divya Nair 2,Mysore,Airtel,Mobile,0
+917082961536,Anita Mehta,Nagpur,Airtel,Mobile,0
+919864123980,Lakshmi Thakur,Nagpur,BSNL,Mobile,0
+918877360911,Gaurav Thakur,Ahmedabad,Airtel,Mobile,0
+917573587201,Rahul Sharma,Kolkata,Jio,Mobile,0
+917371377722,Suresh Reddy 99,Hyderabad,BSNL,Mobile,0
+917885274877,Nitin Mehta,Nagpur,Jio,Mobile,0
+918724279799,Amit Kumar,Mumbai,Vodafone Idea,Mobile,0
+918632460528,Sunita Chauhan 24,Chennai,Vodafone Idea,Mobile,0
+918387010530,Kavita Gupta 76,Vadodara,Jio,Mobile,0
+916377671957,Ramesh Agarwal,Pune,Airtel,Mobile,0
+917923720077,Uma Menon,Nagpur,Airtel,Mobile,0
+916291644152,Suresh Reddy,Chandigarh,BSNL,Mobile,0
+919861569092,Rahul Sharma,Kochi,Vodafone Idea,Mobile,0
+916678313495,Nandini Agarwal,Delhi,Vodafone Idea,Mobile,0
+917285216686,Lakshmi Thakur,Kolkata,BSNL,Mobile,0
+918864311357,Naveen Saxena,Hyderabad,Jio,Mobile,0
+919612695238,Ajay Chauhan 60,Jaipur,Jio,Mobile,0
+916157054588,Arun Nair 45,Bangalore,Airtel,Mobile,0
+917410251331,Nitin Mehta,Mumbai,Jio,Mobile,0
+917839056104,Rekha Mishra,Coimbatore,Jio,Mobile,0
+918028525547,Shalini Bhat 65,Kolkata,Airtel,Mobile,0
+919159270825,Priya Sharma,Jaipur,Vodafone Idea,Mobile,0
+917137961676,Neha Patel,Indore,BSNL,Mobile,0
+916822880803,Naveen Saxena 93,Vadodara,Jio,Mobile,0
+917413557266,Uma Menon 90,Mysore,Vodafone Idea,Mobile,0
+918087356601,Nandini Agarwal 21,Delhi,BSNL,Mobile,0
+918847343114,Deepak Verma,Delhi,Airtel,Mobile,0
+917336485447,Kavita Gupta,Lucknow,Vodafone Idea,Mobile,0
+916853043912,Anita Mehta,Delhi,BSNL,Mobile,0
+918947789665,Radha Pandey,Mysore,BSNL,Mobile,0
+918246531866,Nandini Agarwal,Lucknow,Airtel,Mobile,0
+916239603776,Shalini Bhat 24,Chennai,BSNL,Mobile,0
+918018042897,Vinod Pandey,Chennai,Jio,Mobile,0
+916518297043,Pradeep Yadav 56,Chennai,Airtel,Mobile,0
+918965826478,Neha Patel,Vadodara,Vodafone Idea,Mobile,0
+916113177370,Raj Patel,Lucknow,Vodafone Idea,Mobile,0
+917626219477,Rekha Mishra,Chandigarh,Airtel,Mobile,0
+919426824802,Ajay Chauhan 50,Mumbai,Jio,Mobile,0
+916079790946,Manoj Gupta 8,Kochi,Jio,Mobile,0
+918594768579,Meera Joshi,Chennai,Vodafone Idea,Mobile,0
+916196089677,Sanjay Joshi,Chennai,BSNL,Mobile,0
+919089572596,Priya Sharma,Vizag,Airtel,Mobile,0
+917139880303,Suresh Reddy,Bangalore,Vodafone Idea,Mobile,0
+918786647597,Priya Sharma,Nagpur,Jio,Mobile,0
+917565128529,Sunil Menon 48,Vadodara,BSNL,Mobile,0
+918681974555,Raj Patel,Surat,Vodafone Idea,Mobile,0
+918310712464,Suresh Reddy,Bangalore,Vodafone Idea,Mobile,0
+917020949996,Suresh Reddy 46,Coimbatore,Vodafone Idea,Mobile,0
+916944570797,Uma Menon,Pune,Airtel,Mobile,0
+919191079481,Ramesh Agarwal,Chandigarh,Jio,Mobile,0
+918397998656,Pooja Reddy 94,Coimbatore,Airtel,Mobile,0
+916388191373,Rahul Sharma,Kochi,Airtel,Mobile,0
+916861269470,Kavita Gupta,Delhi,Vodafone Idea,Mobile,0
+917647094026,Karthik Iyer,Vadodara,Airtel,Mobile,0
+916696324852,Nitin Mehta 89,Lucknow,Vodafone Idea,Mobile,0
+916734903839,Rohit Mishra 1,Surat,Jio,Mobile,0
+919576622168,Raj Patel 44,Kolkata,BSNL,Mobile,0
+918436749342,Gaurav Thakur 68,Indore,Jio,Mobile,0
+917694322206,Manoj Gupta,Jaipur,Vodafone Idea,Mobile,0
+918686545287,Divya Nair,Hyderabad,Vodafone Idea,Mobile,0
+918229926567,Neha Patel,Bhopal,Jio,Mobile,0
+916646866534,Sanjay Joshi,Chandigarh,Jio,Mobile,0
+916266097479,Rekha Mishra,Kolkata,Airtel,Mobile,0
+919727204083,Rahul Sharma 7,Surat,Jio,Mobile,0
+916712844397,Rahul Sharma,Chandigarh,Jio,Mobile,0
+916072610201,Rohit Mishra,Ahmedabad,Vodafone Idea,Mobile,0
+919018648503,Amit Kumar,Chandigarh,Vodafone Idea,Mobile,0
+919551323016,Nandini Agarwal 52,Bhopal,Vodafone Idea,Mobile,0
+918745459312,Sanjay Joshi 87,Mysore,BSNL,Mobile,0
+916739674650,Rashmi Yadav,Chennai,Jio,Mobile,0
+918650541308,Pradeep Yadav 8,Chennai,Jio,Mobile,0
+916574167866,Ramesh Agarwal,Mumbai,BSNL,Mobile,0
+916852542516,Radha Pandey 79,Bhopal,Airtel,Mobile,0
+917385083409,Manoj Gupta,Mumbai,BSNL,Mobile,0
+918247500854,Anita Mehta 11,Bhopal,Jio,Mobile,0
+919811049741,Padma Das 77,Bhopal,Airtel,Mobile,0
+916762689516,Meera Joshi 85,Ahmedabad,BSNL,Mobile,0
+919536508257,Arun Nair,Kochi,Airtel,Mobile,0
+917910859053,Shalini Bhat,Lucknow,Airtel,Mobile,0
+916989404071,Sanjay Joshi,Coimbatore,BSNL,Mobile,0
+916558709635,Priya Sharma 1,Kolkata,BSNL,Mobile,0
+917422018852,Anita Mehta,Bhopal,Vodafone Idea,Mobile,0
+916552543602,Uma Menon,Bhopal,Jio,Mobile,0
+919386109768,Kavita Gupta 99,Kochi,Jio,Mobile,0
+918969881044,Nandini Agarwal,Pune,Vodafone Idea,Mobile,0
+916286397361,Uma Menon 1,Mumbai,Jio,Mobile,0
+916517303253,Ajay Chauhan,Pune,BSNL,Mobile,0
+916025236435,Shalini Bhat 43,Chennai,Jio,Mobile,0
+919795861893,Gaurav Thakur,Vizag,Jio,Mobile,0
+917488154117,Sunil Menon 35,Kochi,Airtel,Mobile,0
+916530407231,Raj Patel,Jaipur,Jio,Mobile,0
+916655161102,Karthik Iyer 84,Chandigarh,Jio,Mobile,0
+919056642359,Anjali Singh,Hyderabad,BSNL,Mobile,0
+918885868417,Anjali Singh,Surat,Vodafone Idea,Mobile,0
+919057134356,Raj Patel,Mysore,Airtel,Mobile,0
+918555744907,Naveen Saxena 31,Vadodara,Jio,Mobile,0
+917673858349,Rahul Sharma 97,Vadodara,Airtel,Mobile,0
+918762095943,Manoj Gupta,Pune,Vodafone Idea,Mobile,0
+916610725472,Ramesh Agarwal 44,Bangalore,Vodafone Idea,Mobile,0
+919137340592,Radha Pandey,Vizag,Airtel,Mobile,0
+917920788658,Sanjay Joshi,Coimbatore,Vodafone Idea,Mobile,0
+918343449337,Pradeep Yadav,Bangalore,Jio,Mobile,0
+918971460536,Harish Bhat 68,Indore,Airtel,Mobile,0
+918361554951,Lakshmi Thakur,Mysore,BSNL,Mobile,0
+916196901893,Sunil Menon 13,Vadodara,Vodafone Idea,Mobile,0
+918813862711,Sneha Verma 32,Jaipur,Vodafone Idea,Mobile,0
+919871466678,Nitin Mehta,Bangalore,Airtel,Mobile,0
+916898002644,Lakshmi Thakur,Indore,BSNL,Mobile,0
+919580503800,Pooja Reddy,Mumbai,Vodafone Idea,Mobile,0
+916061997000,Kavita Gupta,Chennai,BSNL,Mobile,0
+919589781232,Suresh Reddy,Nagpur,Jio,Mobile,0
+918146613114,Karthik Iyer,Kochi,BSNL,Mobile,0
+916630522644,Sanjay Joshi 83,Jaipur,BSNL,Mobile,0
+919683168933,Deepak Verma,Ahmedabad,Jio,Mobile,0
+917559272789,Uma Menon,Delhi,Jio,Mobile,0
+916512534726,Geeta Saxena,Chennai,BSNL,Mobile,0
+916053786819,Vikram Singh 82,Bhopal,Vodafone Idea,Mobile,0
+917129235466,Anita Mehta,Jaipur,Jio,Mobile,0
+919658810435,Shalini Bhat,Kochi,Airtel,Mobile,0
+918799345109,Harish Bhat 81,Hyderabad,BSNL,Mobile,0
+918249428820,Harish Bhat 63,Surat,Vodafone Idea,Mobile,0
+919559078358,Uma Menon 27,Surat,Airtel,Mobile,0
+917672303344,Meera Joshi,Vadodara,Jio,Mobile,0
+917865430583,Padma Das,Bangalore,Vodafone Idea,Mobile,0
+917551204188,Rohit Mishra 99,Vizag,Jio,Mobile,0
+919714942405,Swati Iyer,Mumbai,BSNL,Mobile,0
+916128191532,Nandini Agarwal,Jaipur,BSNL,Mobile,0
+917480107348,Harish Bhat,Kochi,Airtel,Mobile,0
+917599084730,Lakshmi Thakur,Hyderabad,Vodafone Idea,Mobile,0
+917887908202,Rekha Mishra 94,Ahmedabad,BSNL,Mobile,0
+917979104686,Radha Pandey,Vadodara,Vodafone Idea,Mobile,0
+918436823756,Rahul Sharma 95,Bangalore,Airtel,Mobile,0
+916282179269,Swati Iyer,Vizag,Vodafone Idea,Mobile,0
+917436408031,Karthik Iyer,Mysore,BSNL,Mobile,0
+919717028838,Uma Menon,Mumbai,Jio,Mobile,0
+918170525084,Gaurav Thakur,Vizag,BSNL,Mobile,0
+917523630932,Rekha Mishra,Jaipur,BSNL,Mobile,0
+919790125120,Harish Bhat,Nagpur,Airtel,Mobile,0
+917213070800,Gaurav Thakur 37,Vizag,Airtel,Mobile,0
+917248601340,Suresh Reddy 19,Pune,Airtel,Mobile,0
+918159537729,Shalini Bhat,Coimbatore,Jio,Mobile,0
+919197044803,Sunita Chauhan,Ahmedabad,Vodafone Idea,Mobile,0
+919066490790,Shalini Bhat,Ahmedabad,Jio,Mobile,0
+918236933747,Geeta Saxena 52,Jaipur,Airtel,Mobile,0
+917213313413,Uma Menon,Kolkata,Vodafone Idea,Mobile,0
+917668426185,Ajay Chauhan,Delhi,Airtel,Mobile,0
+917564121723,Vinod Pandey,Surat,Vodafone Idea,Mobile,0
+917928260825,Lakshmi Thakur,Bhopal,Vodafone Idea,Mobile,0
+918815839045,Anita Mehta,Lucknow,Vodafone Idea,Mobile,0
+917455755655,Lakshmi Thakur 63,Bhopal,Jio,Mobile,0
+919694523712,Nitin Mehta 28,Pune,Jio,Mobile,0
+918062913933,Rahul Sharma,Ahmedabad,Vodafone Idea,Mobile,0
+917665675656,Divya Nair 45,Vizag,Vodafone Idea,Mobile,0
+917634286131,Rohit Mishra,Vizag,BSNL,Mobile,0
+918232507736,Manoj Gupta 19,Chennai,Vodafone Idea,Mobile,0
+917775945453,Pooja Reddy 9,Kolkata,BSNL,Mobile,0
+916343656917,Pooja Reddy,Ahmedabad,Vodafone Idea,Mobile,0
+916337370362,Anita Mehta,Kolkata,Airtel,Mobile,0
+917610686227,Ajay Chauhan 27,Delhi,Jio,Mobile,0
+916328010336,Sneha Verma,Pune,BSNL,Mobile,0
+916361091853,Rashmi Yadav,Bangalore,Vodafone Idea,Mobile,0
+919474836559,Nandini Agarwal,Indore,BSNL,Mobile,0
+919463114408,Sneha Verma,Coimbatore,Airtel,Mobile,0
+918022794139,Sunita Chauhan 93,Kochi,Vodafone Idea,Mobile,0
+917814395328,Rohit Mishra 54,Chandigarh,Vodafone Idea,Mobile,0
+919411575744,Ajay Chauhan,Bhopal,Jio,Mobile,0
+916899641441,Ramesh Agarwal 3,Nagpur,Jio,Mobile,0
+917168021321,Vinod Pandey,Pune,BSNL,Mobile,0
+918396640166,Suresh Reddy,Coimbatore,Jio,Mobile,0
+919125136090,Harish Bhat 91,Ahmedabad,BSNL,Mobile,0
+918148405023,Divya Nair 38,Vadodara,Jio,Mobile,0
+917920029079,Uma Menon 27,Delhi,BSNL,Mobile,0
+918576095218,Uma Menon,Mysore,Vodafone Idea,Mobile,0
+918863721103,Padma Das 97,Lucknow,Jio,Mobile,0
+918270922097,Ajay Chauhan 41,Vizag,Airtel,Mobile,0
+918073876499,Raj Patel,Delhi,BSNL,Mobile,0
+917928098003,Karthik Iyer,Lucknow,Vodafone Idea,Mobile,0
+919745988844,Sanjay Joshi,Nagpur,Vodafone Idea,Mobile,0
+918214445815,Ajay Chauhan,Kochi,Jio,Mobile,0
+919555298303,Naveen Saxena,Surat,BSNL,Mobile,0
+916591643854,Vikram Singh,Jaipur,Vodafone Idea,Mobile,0
+918989975830,Vikram Singh,Mumbai,Airtel,Mobile,0
+918082127949,Anita Mehta,Indore,BSNL,Mobile,0
+918515075044,Karthik Iyer 44,Mysore,Vodafone Idea,Mobile,0
+918933523205,Harish Bhat,Chandigarh,BSNL,Mobile,0
+918774174465,Swati Iyer,Bangalore,Jio,Mobile,0
+917119979225,Vinod Pandey,Ahmedabad,BSNL,Mobile,0
+919847010769,Nitin Mehta,Bangalore,BSNL,Mobile,0
+917699981281,Nandini Agarwal,Vadodara,Vodafone Idea,Mobile,0
+917114900452,Swati Iyer 77,Mumbai,Airtel,Mobile,0
+916394634308,Geeta Saxena 2,Indore,Jio,Mobile,0
+917534075795,Neha Patel,Surat,Vodafone Idea,Mobile,0
+918172001809,Amit Kumar 55,Lucknow,BSNL,Mobile,0
+917150171352,Uma Menon 50,Vadodara,Airtel,Mobile,0
+918448115764,Gaurav Thakur,Indore,Jio,Mobile,0
+918796197939,Nitin Mehta,Bangalore,Vodafone Idea,Mobile,0
+919427798172,Divya Nair 2,Bangalore,Airtel,Mobile,0
+917178387413,Deepak Verma,Kolkata,Airtel,Mobile,0
+919894296129,Deepak Verma,Pune,Airtel,Mobile,0
+916176169460,Rekha Mishra,Mumbai,BSNL,Mobile,0
+916371043850,Ajay Chauhan,Hyderabad,BSNL,Mobile,0
+917253023319,Divya Nair 16,Chandigarh,Vodafone Idea,Mobile,0
+917152815350,Harish Bhat,Mumbai,BSNL,Mobile,0
+916583336842,Naveen Saxena 78,Kolkata,Vodafone Idea,Mobile,0
+917712438659,Neha Patel,Pune,Vodafone Idea,Mobile,0
+916613266075,Sunil Menon,Hyderabad,Jio,Mobile,0
+916863510114,Radha Pandey,Delhi,BSNL,Mobile,0
+916896463768,Radha Pandey,Kolkata,BSNL,Mobile,0
+918973927966,Suresh Reddy 42,Vadodara,Vodafone Idea,Mobile,0
+917618718045,Meera Joshi,Coimbatore,Airtel,Mobile,0
+918450891980,Suresh Reddy,Kolkata,Jio,Mobile,0
+916591309242,Manoj Gupta,Vizag,Airtel,Mobile,0
+918077578570,Shalini Bhat,Lucknow,BSNL,Mobile,0
+918480822991,Rashmi Yadav,Pune,Vodafone Idea,Mobile,0
+916299072807,Neha Patel,Lucknow,BSNL,Mobile,0
+919719203300,Karthik Iyer 26,Mumbai,Jio,Mobile,0
+918831481628,Anita Mehta,Ahmedabad,BSNL,Mobile,0
+919456640798,Gaurav Thakur,Surat,Airtel,Mobile,0
+919437664074,Vinod Pandey 85,Chandigarh,Airtel,Mobile,0
+919127950469,Vinod Pandey 35,Chennai,Airtel,Mobile,0
+917487655443,Ajay Chauhan,Lucknow,Jio,Mobile,0
+918144635205,Anjali Singh,Pune,Jio,Mobile,0
+916196417635,Rohit Mishra,Mumbai,Jio,Mobile,0
+919326538446,Pradeep Yadav 59,Vizag,BSNL,Mobile,0
+917828518349,Sneha Verma,Chandigarh,Jio,Mobile,0
+918388899972,Lakshmi Thakur 59,Mysore,BSNL,Mobile,0
+919597843083,Ramesh Agarwal,Bhopal,Jio,Mobile,0
+917434778592,Naveen Saxena,Jaipur,BSNL,Mobile,0
+918534992968,Neha Patel 59,Vizag,Airtel,Mobile,0
+919482931848,Shalini Bhat,Vizag,Airtel,Mobile,0
+919353683252,Rekha Mishra 86,Lucknow,Airtel,Mobile,0
+917454531499,Sunil Menon,Jaipur,BSNL,Mobile,0
+917565269076,Naveen Saxena,Ahmedabad,Airtel,Mobile,0
+916524202686,Lakshmi Thakur,Ahmedabad,Airtel,Mobile,0
+917864250309,Amit Kumar 80,Kochi,Jio,Mobile,0
+916215617479,Uma Menon,Bangalore,Airtel,Mobile,0
+916237994795,Manoj Gupta 63,Chandigarh,Airtel,Mobile,0
+919370002244,Lakshmi Thakur,Jaipur,Vodafone Idea,Mobile,0
+916223956764,Harish Bhat 62,Vizag,BSNL,Mobile,0
+918170827882,Sneha Verma,Vadodara,BSNL,Mobile,0
+918055556891,Amit Kumar,Mumbai,Jio,Mobile,0
+916533069367,Rashmi Yadav,Hyderabad,Airtel,Mobile,0
+919642611342,Sneha Verma,Kochi,BSNL,Mobile,0
+918650134024,Harish Bhat,Pune,BSNL,Mobile,0
+917777610194,Manoj Gupta 21,Chandigarh,Airtel,Mobile,0
+917941302448,Pooja Reddy,Lucknow,Vodafone Idea,Mobile,0
+918744850121,Shalini Bhat,Chennai,Jio,Mobile,0
+918354946554,Radha Pandey,Coimbatore,Jio,Mobile,0
+917475865850,Anjali Singh,Hyderabad,Jio,Mobile,0
+916132823039,Sanjay Joshi,Delhi,Airtel,Mobile,0
+917090986154,Ramesh Agarwal,Mysore,Jio,Mobile,0
+918968426191,Deepak Verma,Chennai,Vodafone Idea,Mobile,0
+918094852234,Raj Patel 94,Pune,Vodafone Idea,Mobile,0
+918475209474,Uma Menon,Mysore,BSNL,Mobile,0
+918861319726,Vinod Pandey 43,Coimbatore,Vodafone Idea,Mobile,0
+916868099714,Rohit Mishra,Chennai,BSNL,Mobile,0
+916593813816,Sunil Menon 62,Pune,Airtel,Mobile,0
+919594053733,Vikram Singh,Vizag,Vodafone Idea,Mobile,0
